Name,Elo,Odm_off,Off,Odm_def,Def
Nigeria,1617.769065049599,1.7664624172716898,1.7664624172716898,-1.9233142582770364,-1.9233142582770364
Niue,1387.0583608764518,0.7584031636347641,0.7584031636347641,-1.8217353340912321,-1.8217353340912321
North Korea,1478.4405141309585,1.3398065563292707,1.3398065563292707,-1.4462263114569303,-1.4462263114569303
North Macedonia,1569.5973091912133,1.4067174822854793,1.4067174822854793,-1.6104386318431698,-1.6104386318431698
North Yemen,1321.7556779665379,1.0433252726802855,1.0433252726802855,-1.2608539028597894,-1.2608539028597894
Northern Cyprus,1551.645060797962,1.274343373911168,1.274343373911168,-1.4644438532251967,-1.4644438532251967
Northern Ireland,1554.0261503140725,1.4703482651427335,1.4703482651427335,-1.6899936706539374,-1.6899936706539374
Northern Mariana Islands,1193.4284774655612,0.5831259138595246,0.5831259138595246,-0.6018149685402975,-0.6018149685402975
Norway,1746.9004055667044,1.808786395419086,1.808786395419086,-1.888266919901022,-1.888266919901022
Oman,1573.723079500522,1.405907705039731,1.405907705039731,-1.6238938571887003,-1.6238938571887003
Pakistan,1131.6221876116279,0.8348151133104832,0.8348151133104832,-1.0061074280394213,-1.0061074280394213
Palau,1384.461365856285,0.7289207839223697,0.7289207839223697,-1.97812063890048,-1.97812063890048
Palestine,1485.3582913548576,1.3918251037653353,1.3918251037653353,-1.5937494089906774,-1.5937494089906774
Panama,1699.200484253301,1.4580068742787917,1.4580068742787917,-1.610208974526355,-1.610208974526355
Papua New Guinea,1386.072492880272,1.1841963525642567,1.1841963525642567,-1.2568195308298276,-1.2568195308298276
Paraguay,1706.2261315019953,1.6354276810892734,1.6354276810892734,-1.8297962661160787,-1.8297962661160787
Peru,1661.6316803775617,1.489104197721885,1.489104197721885,-1.7080738128871173,-1.7080738128871173
Philippines,1349.0474808396375,1.1801924177580143,1.1801924177580143,-1.2742396659358812,-1.2742396659358812
Poland,1709.3601926749363,1.6294854392835627,1.6294854392835627,-1.7067144721791419,-1.7067144721791419
Portugal,1874.6742374042462,1.7665110389785328,1.7665110389785328,-1.870032643812439,-1.870032643812439
Puerto Rico,1386.4267777212533,0.9277886583386478,0.9277886583386478,-1.039320497676354,-1.039320497676354
Qatar,1591.4613130231028,1.3561061108122154,1.3561061108122154,-1.5018033650687097,-1.5018033650687097
Reunion,1399.5766937104368,1.5129064951525828,1.5129064951525828,-1.7164213828058583,-1.7164213828058583
Romania,1618.9220331056606,1.472567600991278,1.472567600991278,-1.6052506990575004,-1.6052506990575004
Russia,1737.0106740334813,1.6619096978587429,1.6619096978587429,-1.8223820322334081,-1.8223820322334081
Rwanda,1339.0141884308584,1.4131231609036932,1.4131231609036932,-1.6617998751759118,-1.6617998751759118
Saar,1508.802047560064,1.1199160195833464,1.1199160195833464,-1.2289732981306989,-1.2289732981306989
Saint Barthélemy,1500.0,0.8,0.8,-0.7,-0.7
Saint Kitts and Nevis,1373.3925931942904,0.8436658211952378,0.8436658211952378,-0.8440555433416269,-0.8440555433416269
Saint Lucia,1334.9443818894663,0.7610803729174296,0.7610803729174296,-0.8069705105743011,-0.8069705105743011
Saint Martin,1325.106437607133,0.725151912890581,0.725151912890581,-0.8194197452529035,-0.8194197452529035
Saint Pierre and Miquelon,1436.0529718572934,0.7290676997392567,0.7290676997392567,-0.518009531673774,-0.518009531673774
Saint Vincent and the Grenadines,1394.644366458033,0.9565546345238409,0.9565546345238409,-1.022685160769376,-1.022685160769376
Samoa,1273.2669186796456,0.8213735780565591,0.8213735780565591,-0.859285950046022,-0.859285950046022
San Marino,1054.2575646703528,0.961418948424964,0.961418948424964,-1.0678811387043197,-1.0678811387043197
Sao Tome and Principe,1120.4044746075515,1.1790569387172516,1.1790569387172516,-1.3449551886754993,-1.3449551886754993
Saudi Arabia,1616.793848388407,1.4431868537646557,1.4431868537646557,-1.6358703636284642,-1.6358703636284642
Scotland,1684.8851505971838,1.6200611352515137,1.6200611352515137,-1.7449019119602525,-1.7449019119602525
Senegal,1727.9412350740718,1.877104961135656,1.877104961135656,-2.0605797944720075,-2.0605797944720075
Serbia,1713.4528352150103,1.523352921489907,1.523352921489907,-1.714732772381935,-1.714732772381935
Seychelles,1033.0738774525641,1.0291239184127443,1.0291239184127443,-1.1094200099981792,-1.1094200099981792
Sierra Leone,1318.010441320128,1.4489619510519547,1.4489619510519547,-1.6128412013099425,-1.6128412013099425
Singapore,1358.6774224105413,1.1217170750820789,1.1217170750820789,-1.2512481956901274,-1.2512481956901274
Sint Maarten,1361.0317148549523,0.6554983291828528,0.6554983291828528,-0.7382396083427791,-0.7382396083427791
Slovakia,1638.7432043043286,1.537588435500495,1.537588435500495,-1.6990327532186433,-1.6990327532186433
Slovenia,1663.9623110322984,1.4952312248743218,1.4952312248743218,-1.7196238083330466,-1.7196238083330466
Solomon Islands,1386.0399744407043,1.1483705296336155,1.1483705296336155,-1.1570967197229995,-1.1570967197229995
Somalia,1064.0861528827725,1.1631134849957705,1.1631134849957705,-1.4597066569152848,-1.4597066569152848
South Africa,1526.7160757334009,1.6147783369190745,1.6147783369190745,-1.7382967815266297,-1.7382967815266297
South Korea,1754.3102484033388,1.6051388212721673,1.6051388212721673,-1.7923126997272172,-1.7923126997272172
South Sudan,1216.4355181082674,1.2570722456724808,1.2570722456724808,-1.4709320493862512,-1.4709320493862512
South Vietnam,1417.509202991769,1.0407653361262823,1.0407653361262823,-1.1406994939383803,-1.1406994939383803
Spain,1979.1798195824183,1.956758709941796,1.956758709941796,-2.044306178249311,-2.044306178249311
Sri Lanka,1146.090882084462,0.8983249292414387,0.8983249292414387,-1.0632492015878603,-1.0632492015878603
Sudan,1336.176600386409,1.3944031799854255,1.3944031799854255,-1.595318625197095,-1.595318625197095
Suriname,1517.3109496662737,1.242999588233492,1.242999588233492,-1.3933834389246131,-1.3933834389246131
Sweden,1701.4634503282812,1.627063808364514,1.627063808364514,-1.688374516815859,-1.688374516815859
Switzerland,1781.5997194861332,1.746718343949184,1.746718343949184,-1.8754356910425745,-1.8754356910425745
Syria,1510.7234537952959,1.4542719556972385,1.4542719556972385,-1.5932995237669871,-1.5932995237669871
São Tomé and Príncipe,1300.0,1.0,1.0,-3.5,-3.5
Tahiti,1449.2591480972487,1.1770964502598884,1.1770964502598884,-1.3185814724343325,-1.3185814724343325
Taiwan,1196.9724615976606,0.9676029249319211,0.9676029249319211,-1.0035069933271792,-1.0035069933271792
Tajikistan,1432.406425370009,1.2542537809639112,1.2542537809639112,-1.4005049243936258,-1.4005049243936258
Tanzania,1323.6771039533069,1.4102137651582822,1.4102137651582822,-1.6013531844682336,-1.6013531844682336
Thailand,1522.9426713174496,1.357323114291483,1.357323114291483,-1.4409755751259694,-1.4409755751259694
Tibet,1433.5681064750056,0.8412504631048028,0.8412504631048028,-1.4419101940172374,-1.4419101940172374
Togo,1347.7945372652573,1.4480896290948615,1.4480896290948615,-1.6789607648150828,-1.6789607648150828
Tonga,1196.1679735489151,0.6493671611052613,0.6493671611052613,-0.6523309545115186,-0.6523309545115186
Trinidad and Tobago,1505.877021402527,1.2070449447665579,1.2070449447665579,-1.2977263232192104,-1.2977263232192104
Tunisia,1583.0643061185267,1.639820427644582,1.639820427644582,-1.7968054615682694,-1.7968054615682694
Turkey,1771.8192136679984,1.7119552305301549,1.7119552305301549,-1.8302733584611193,-1.8302733584611193
Turkmenistan,1381.889096638683,1.1909465669059254,1.1909465669059254,-1.3107240234071358,-1.3107240234071358
Turks and Caicos Islands,1254.6990974067496,0.28949039348561617,0.28949039348561617,-0.41762544187314005,-0.41762544187314005
Tuvalu,1321.4268773731437,0.8585483417819407,0.8585483417819407,-0.8231614617659511,-0.8231614617659511
US Virgin Islands,1173.1357708912167,0.36841572886344875,0.36841572886344875,-0.42284254832211965,-0.42284254832211965
Uganda,1394.5547900824326,1.5134784569605042,1.5134784569605042,-1.6192707476020312,-1.6192707476020312
Ukraine,1725.279668367214,1.601421059268179,1.601421059268179,-1.693263446109046,-1.693263446109046
United Arab Emirates,1592.4531755062799,1.4693870408971481,1.4693870408971481,-1.6335951037765137,-1.6335951037765137
United States,1765.7194873961969,1.596212779219834,1.596212779219834,-1.675507949967032,-1.675507949967032
Uruguay,1803.3163520915941,1.6215259699375433,1.6215259699375433,-1.8875748418684661,-1.8875748418684661
Uzbekistan,1711.9622719879196,1.5827221781621574,1.5827221781621574,-1.7958185330525975,-1.7958185330525975
Vanuatu,1387.2660744993507,1.1603391469656652,1.1603391469656652,-1.2231444294844969,-1.2231444294844969
Vatican,1528.650298225503,1.087777569042391,1.087777569042391,-1.386398218176179,-1.386398218176179
Venezuela,1679.3590423303704,1.5648802124347514,1.5648802124347514,-1.7265822393101071,-1.7265822393101071
Vietnam,1494.9297009649538,1.284140229253597,1.284140229253597,-1.4008818851632914,-1.4008818851632914
Wales,1682.8200345458972,1.5437421045271065,1.5437421045271065,-1.6582983853517046,-1.6582983853517046
Wallis and Futuna,1321.2034932466818,0.9047006501672722,0.9047006501672722,-1.1478855315694545,-1.1478855315694545
Yemen,1303.8725787573942,1.221264034890727,1.221264034890727,-1.2849678027376208,-1.2849678027376208
Zambia,1375.0896007322413,1.4324231644331273,1.4324231644331273,-1.6325320874764668,-1.6325320874764668
Zanzibar,1263.7560696025469,1.4632572536069268,1.4632572536069268,-1.6761193372040046,-1.6761193372040046
Zimbabwe,1329.556810433591,1.4979953982398349,1.4979953982398349,-1.6247497165290403,-1.6247497165290403
